Country ID,Country,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,Latest Year Available,"CH4 emissions, latest year",% change since 1990,"Emissions, pc last year"
484.0,Mexico,64211.08,66616.76,65846.65,70593.27,71188.43,71968.35,76624.43,80242.55,81662.31,78330.83,81058.94,79135.38,80602.79,82648.47,82079.56,83369.19,86937.02,92355.6,104725.95,103507.4,100276.5,100244.7,95150.11,94148.43,,,,,,2013,94148.43,46.62,0.792
583.0,Micronesia (Federated States of),,,,,7.12,,,,,,5.85,,,,,,,,,,,,,,,,,,,2000,5.85,,0.054
492.0,Monaco,0.09,0.08,0.08,0.06,0.05,0.05,0.05,0.04,0.05,0.05,0.06,0.05,0.05,0.05,0.06,0.07,0.08,0.07,0.08,0.04,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,2018,0.05,-39.32,0.001
496.0,Mongolia,5636.4,5508.3,5445.3,5279.4,5649.0,6079.5,6289.5,6583.5,6837.6,,,,,,,,6528.9,,,,,,,,,,,,,2006,6528.9,15.83,2.551
499.0,Montenegro,606.04,600.68,573.87,554.21,545.5,554.78,565.32,557.26,553.33,554.74,543.04,530.04,552.51,553.56,541.38,434.28,432.6,409.29,394.17,336.42,362.67,365.48,,,,,,,,2011,365.48,-39.69,0.585
504.0,Morocco,,,,,7350.0,,,,,,9086.49,,,,,,,,,,15135.56,,16452.45,,,,,,,2012,16452.45,,0.495
508.0,Mozambique,4983.93,,,,5657.15,,,,,,,,,,,,,,,,,,,,,,,,,1994,5657.15,13.51,0.378
104.0,Myanmar,,,,,,,,,,,23182.76,23651.81,23956.5,24542.5,25207.0,26584.6,,,,,,,,,,,,,,2005,26584.6,,0.543
516.0,Namibia,,,,,3546.06,,,,,,6757.8,,,,,,,,,,,,,,,,,,,2000,6757.8,,3.766
520.0,Nauru,,,,,7.27,,,,,,5.4,,,5.75,,,,5.01,,,4.16,,,,,,,,,2010,4.16,,0.415
524.0,Nepal,,,,,19917.87,,,,,,13666.59,,,,,,,,,,,,,,,,,,,2000,13666.59,,0.571
528.0,Netherlands,1273.89,1290.11,1274.56,1257.36,1216.76,1187.96,1160.37,1095.13,1065.66,1015.31,971.18,944.68,899.56,868.6,853.27,794.98,777.31,779.27,788.38,779.56,776.24,754.38,737.53,737.02,720.33,728.1,733.16,720.49,692.35,2018,692.35,-45.65,0.041
554.0,New Zealand,1291.5,1296.49,1281.53,1289.93,1323.77,1339.87,1363.85,1390.8,1368.62,1378.44,1413.65,1428.94,1421.23,1426.54,1425.28,1434.28,1442.9,1405.3,1364.68,1371.45,1372.8,1377.58,1396.0,1399.32,1409.06,1388.3,1370.48,1370.2,1371.45,2018,1371.45,6.19,0.289
558.0,Nicaragua,,,,,4129.86,,,,,,4269.32,,,,,,,,,,,,,,,,,,,2000,4269.32,,0.842
562.0,Niger,3436.34,,,,,,,,,,6762.0,,,,,,,,11550.0,,,,,,,,,,,2008,11550.0,236.11,0.757
566.0,Nigeria,,,,,124155.28,,,,,,88179.0,,,,,,,,,,,,,,,,,,,2000,88179.0,,0.721
570.0,Niue,,,,,0.01,,,,,,0.0,,,,,0.0,0.0,0.0,0.0,21.0,,,,,,,,,,2009,21.0,,12.949
807.0,North Macedonia,1718.01,1702.17,1725.23,1735.54,1682.99,1695.67,1663.52,1666.16,1626.06,1608.99,1643.18,1639.95,1619.42,1694.56,1709.67,1661.84,1700.08,1642.74,1698.9,1655.86,,,,,,,,,,2009,1655.86,-3.62,0.8
578.0,Norway,241.28,239.1,242.06,247.1,250.39,248.4,250.21,250.98,242.99,238.64,239.02,238.66,233.67,232.56,227.92,222.06,216.19,219.51,213.66,215.34,215.59,209.48,208.49,205.87,203.51,202.21,197.98,194.69,192.18,2018,192.18,-20.35,0.036
512.0,Oman,,,,,2607.09,,,,,,,,,,,,,,,,,,,,,,,,,1994,2607.09,,1.213
585.0,Palau,,,,,12.52,13.57,26.11,78.91,164.92,40.77,4.32,,,,,4.56,,,,,,,,,,,,,,2005,4.56,,0.231
591.0,Panama,,,,,3584.07,,,,,,3153.15,,,,,,,,,,,,,,,,,,,2000,3153.15,,1.041
598.0,Papua New Guinea,,,,,89.67,,,,,,1177.47,,,,,,,,,,,,,,,,,,,2000,1177.47,,0.201
600.0,Paraguay,16922.95,,,,13071.45,,,,,,11475.03,,,,,14269.71,,,,,,18812.43,19272.33,,,,,,,2012,19272.33,13.88,3.001
604.0,Peru,,,,,13394.64,,,,,,20013.0,,,,,,,,,,21863.13,,22157.0,,,,,,,2012,22157.0,,0.751
608.0,Philippines,,,,,28931.91,,,,,,31797.57,,,,,,,,,,,,,,,,,,,2000,31797.57,,0.408
616.0,Poland,2791.88,2596.41,2524.18,2448.73,2418.72,2358.98,2324.27,2313.32,2228.43,2179.31,2123.87,2194.7,2130.63,2134.79,2123.03,2139.04,2147.65,2113.2,2106.08,2053.54,2046.25,1999.69,1989.74,1995.17,1969.88,1992.23,1970.84,1969.51,1950.13,2018,1950.13,-30.15,0.051
620.0,Portugal,383.61,388.5,390.48,392.83,397.97,404.25,411.66,419.39,427.45,436.92,444.85,444.58,445.09,445.21,445.39,442.69,438.7,430.65,421.27,414.08,406.14,401.99,392.26,382.66,377.42,368.8,365.69,366.73,365.06,2018,365.06,-4.84,0.036
634.0,Qatar,,,,,,,,,,,,,,,,,,3529.34,,,,,,,,,,,,2007,3529.34,,2.897
410.0,Republic of Korea,30300.9,30205.14,29596.98,29031.66,29016.33,28631.61,28968.87,29167.74,27909.84,27573.0,27539.4,27836.34,27971.37,27944.28,27013.98,26943.0,26881.26,26538.75,26482.47,26481.84,26902.68,26582.01,26546.52,26507.25,26032.44,25988.34,25993.59,,,2016,25993.59,-14.22,0.51
498.0,Republic of Moldova,4872.37,4723.61,4585.21,4317.9,4192.05,3953.43,3813.98,3406.52,3249.25,3041.84,2913.84,2846.19,2844.41,2764.02,2723.28,2755.51,2664.37,2585.99,2648.82,2633.2,2702.71,2733.55,2693.29,2693.7,,,,,,2013,2693.7,-44.71,0.661
642.0,Romania,2400.7,2053.34,1887.9,1820.46,1805.59,1843.92,1836.65,1992.59,1891.75,1834.66,1453.18,1394.66,1490.61,1540.35,1484.41,1506.48,1482.22,1444.34,1407.33,1338.49,1241.47,1207.96,1227.76,1206.34,1201.07,1181.77,1160.47,1148.26,1127.35,2018,1127.35,-53.04,0.058
643.0,Russian Federation,18549.43,17644.54,16514.65,15779.66,14696.56,14055.37,13502.88,13010.52,12527.89,12491.63,12680.6,12946.2,12982.81,13472.68,13738.63,13857.05,14116.86,14255.97,14393.24,13494.73,14077.99,14405.47,14587.07,14583.82,14543.97,14520.47,14675.23,15355.99,15841.35,2018,15841.35,-14.6,0.109
646.0,Rwanda,,,,,,,,,,,,,1261.07,,,1508.12,,,,,,,,,,,,,,2005,1508.12,,0.171
659.0,Saint Kitts and Nevis,,,,,59.48,,,,,,,,,,,,,,,,,,,,,,,,,1994,59.48,,1.429
662.0,Saint Lucia,,,,,595.78,,,,,,80.23,,,,,84.71,,,,,87.78,,,,,,,,,2010,87.78,,0.504
670.0,Saint Vincent and the Grenadines,62.11,,,,62.29,,,64.38,,,66.8,,,,66.78,,,,,,,,,,,,,,,2004,66.78,7.52,0.615
882.0,Samoa,,,,,69.38,,,,,,,,,,,,,,,,,,,,,,,,,1994,69.38,,0.411
674.0,San Marino,,,,,,,,,,,,,,,,,,3.4,,,2.78,,,,,,,,,2010,2.78,,0.089
678.0,Sao Tome and Principe,,,,,,,,,,,,,,,,,,,,,,,21.34,,,,,,,2012,21.34,,0.113
682.0,Saudi Arabia,16526.99,,,,,,,,,,27551.81,,,,,,,,,,43401.23,,37360.05,,,,,,,2012,37360.05,126.05,1.281
686.0,Senegal,,,,,,,,,,,6475.48,,,,,6224.4,,,,,,,,,,,,,,2005,6224.4,,0.561
688.0,Serbia,9081.66,,,,,,,,8914.71,,,,,,,,,,,,,,,,,,,,,1998,8914.71,-1.84,0.92
690.0,Seychelles,,,,,,47.29,,,,,57.6,,,,,,,,,,,,,,,,,,,2000,57.6,,0.711
702.0,Singapore,,,,,,,,,,,111.72,,,,,,,,,,113.9,,86.73,,,,,,,2012,86.73,,0.016
703.0,Slovakia,290.2,278.3,252.95,243.11,235.37,236.95,233.61,225.69,223.23,222.12,212.76,207.95,204.63,199.1,202.87,204.27,197.42,195.01,198.02,188.14,191.91,194.5,179.22,184.17,173.67,181.24,183.16,184.65,177.68,2018,177.68,-38.77,0.033
705.0,Slovenia,101.76,97.94,98.62,94.23,94.0,95.08,93.39,94.01,96.1,96.2,99.94,99.01,101.88,100.35,98.3,97.27,95.13,96.18,91.34,87.57,86.31,85.98,84.14,81.91,77.87,80.14,81.66,79.78,77.45,2018,77.45,-23.89,0.037
90.0,Solomon Islands,,,,,,,,,,,201.6,,,,,,,,,,,,,,,,,,,2000,201.6,,0.489
710.0,South Africa,43114.89,,,,43206.03,,,,,,,,,,,,,,,,,,,,,,,,,1994,43206.03,0.21,1.065
728.0,South Sudan,,,,,,,,,,,,,,,,,,,,,,,15276.09,15751.34,16178.25,16374.71,,,,2015,16374.71,,1.528
