Country ID,Country,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,Latest Year Available,"N2O emissions, latest year",% change since 1990,"Emissions, pc last year"
320.0,Guatemala,6409.25,,,,3614.91,,,,,,5203.97,,,,,5159.02,,,,,,,,,,,,,,2005,5159.02,-19.51,0.394
324.0,Guinea,,,,,227.63,,,,,,38130.0,,,,,,,,,,,,,,,,,,,2000,38130.0,,4.627
624.0,Guinea-Bissau,,,,,846.67,,,,,,,,,,,,773.79,,,,7164.1,,,,,,,,,2010,7164.1,,4.705
328.0,Guyana,223.2,223.2,223.2,223.2,223.2,223.2,223.2,223.2,223.2,238.7,238.7,238.7,238.7,238.7,238.7,,,,,,,,,,,,,,,2004,238.7,6.94,0.32
332.0,Haiti,,,,,1137.7,1373.3,1435.3,1472.5,1519.0,1522.1,1565.5,,,,,,,,,,,,,,,,,,,2000,1565.5,,0.185
340.0,Honduras,,,,,,978.42,,,,,2287.8,,,,,1834.27,,,,,,,,,,1685.16,,,,2015,1685.16,,0.185
348.0,Hungary,28.11,19.12,14.91,15.53,18.73,15.94,17.89,17.88,17.57,17.0,18.14,19.65,17.35,17.09,19.75,18.85,17.93,16.09,13.74,12.76,12.51,13.15,12.94,14.08,14.87,15.21,16.11,16.11,16.3,2018,16.3,-41.99,0.002
352.0,Iceland,1.27,1.23,1.18,1.2,1.21,1.19,1.24,1.22,1.21,1.24,1.17,1.15,1.07,1.04,1.04,1.05,1.08,1.12,1.15,1.06,1.03,1.01,1.03,1.01,1.11,1.05,1.05,1.08,1.03,2018,1.03,-19.27,0.003
356.0,India,,,,,55304.0,,,,,,79801.25,,,,,,,,,,114365.2,,,,,,,,,2010,114365.2,,0.093
360.0,Indonesia,18017.2,17973.8,18972.0,18717.8,18162.9,,,,,,28474.43,,,,,,,,,,,,,,,,,,,2000,28474.43,58.04,0.135
364.0,Iran (Islamic Republic of),,,,,21643.58,,,,,,40145.0,,,,,,,,,,,,,,,,,,,2000,40145.0,,0.612
368.0,Iraq,,,,,,,,5580.0,,,,,,,,,,,,,,,,,,,,,,1997,5580.0,,0.26
372.0,Ireland,25.94,25.11,24.84,25.25,26.12,27.13,27.52,27.15,28.57,27.75,26.7,25.06,23.91,23.53,23.21,22.69,21.8,21.22,21.03,20.44,21.29,19.93,20.46,21.94,21.33,21.33,21.7,22.65,23.33,2018,23.33,-10.03,0.005
376.0,Israel,,,,,,,1898.19,,,,2206.71,,,2420.65,2540.89,2542.67,2564.12,2754.14,2600.35,2362.64,2414.19,1929.19,2261.38,2236.5,2337.73,2296.83,2253.28,1788.47,1936.9,2018,1936.9,,0.231
380.0,Italy,87.37,90.78,89.22,90.71,88.94,92.55,92.93,96.23,97.15,99.02,96.13,96.79,94.73,94.23,96.92,94.07,77.6,75.19,70.15,66.29,64.02,62.27,63.93,61.37,59.85,59.93,60.74,60.43,59.38,2018,59.38,-32.04,0.001
388.0,Jamaica,,,,,106535.1,,,,,,,,,,,,3871.9,4984.8,6875.8,6665.0,6640.2,,6590.6,,,,,,,2012,6590.6,,2.319
392.0,Japan,106.97,105.97,106.55,106.09,110.31,111.34,115.13,117.84,112.53,91.9,100.35,88.22,86.36,85.83,85.26,83.77,83.35,81.22,78.48,76.32,74.48,73.12,72.05,72.14,70.81,69.59,67.77,68.52,67.11,2018,67.11,-37.26,0.001
400.0,Jordan,,,,,78.65,,,,,,348.49,,,,,,1550.0,,,,,,,,,,,,,2006,1550.0,,0.259
398.0,Kazakhstan,59.56,56.79,59.34,55.13,46.98,43.13,42.91,45.27,49.58,56.95,63.46,61.91,60.62,59.58,57.78,56.33,55.51,55.0,51.92,51.14,51.33,52.63,52.1,52.94,54.81,55.27,55.67,57.2,58.14,2018,58.14,-2.38,0.003
404.0,Kenya,,,,,417.17,11082.5,,,,,10602.0,,,,,12406.2,,,,,13819.8,,,,,,,,,2010,13819.8,,0.329
296.0,Kiribati,,,,,0.0,,,,,,,,,,,,191.14,200.88,104.39,,,,,,,,,,,2008,104.39,,1.057
414.0,Kuwait,,,,,136.4,,,,,,,,,,,,,,,,,,,,,,413.54,,,2016,413.54,,0.105
417.0,Kyrgyzstan,2503.84,2610.85,2621.79,1700.78,1328.44,1169.88,1164.11,1368.46,1358.98,1373.36,1367.32,1411.03,1439.52,1454.86,1452.69,1498.82,1511.53,1550.0,1568.94,1680.26,1699.3,,,,,,,,,2010,1699.3,-32.13,0.313
418.0,Lao People's Democratic Republic,37.2,,,,,,,,,,2501.7,,,,,,,,,,,,,,,,,,,2000,2501.7,6625.0,0.47
428.0,Latvia,10.7,10.32,8.44,6.98,6.2,5.66,5.64,5.62,5.44,5.21,5.23,5.49,5.37,5.52,5.47,5.6,5.6,5.77,5.7,5.77,5.87,5.87,6.09,6.17,6.3,6.45,6.43,6.49,6.29,2018,6.29,-41.25,0.003
422.0,Lebanon,,,,,970.46,,,,,,1041.6,,,,,,,,,,,954.8,967.2,1008.08,,,,,,2013,1008.08,,0.17
426.0,Lesotho,,,,,213.9,,,,,,1450.8,,,,,,,,,,,,,,,,,,,2000,1450.8,,0.714
430.0,Liberia,,,,,,,,,,,310.0,,,,,,,,,,,,,,,,,,,2000,310.0,,0.109
438.0,Liechtenstein,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,2018,0.03,-10.23,0.001
440.0,Lithuania,17.58,18.01,12.34,10.76,9.59,9.42,10.95,11.33,12.13,11.96,12.64,13.02,13.81,14.16,14.92,15.81,15.63,18.32,17.43,10.47,10.11,11.26,10.67,9.9,10.35,10.42,10.18,10.3,9.92,2018,9.92,-43.59,0.004
442.0,Luxembourg,1.04,1.08,1.11,1.08,1.07,1.07,1.08,1.07,1.05,1.07,1.07,1.01,1.0,0.92,1.01,0.95,0.94,0.96,0.98,0.97,1.0,1.01,0.99,0.99,1.0,1.0,1.03,1.05,1.05,2018,1.05,0.85,0.002
450.0,Madagascar,,,,,13032.4,,,,,,20677.0,,,,,13516.0,14208.6,14141.5,14142.3,14335.2,14505.8,,,,,,,,,2010,14505.8,,0.686
454.0,Malawi,331.7,,,,2405.6,,,,,,,,,,,,,,,,,,,,,,,,,1994,2405.6,625.23,0.247
458.0,Malaysia,5262.38,5805.77,6454.0,7220.3,7063.77,6489.76,6554.02,8343.31,8891.21,8751.61,9455.85,7826.22,9145.56,9369.81,10669.66,11788.83,10877.0,11976.95,14097.09,14722.58,15050.28,13574.35,,,,,,,,2011,13574.35,157.95,0.474
462.0,Maldives,,,,,,,,,,,,,,,,,,,,,,13.33,13.33,14.26,15.81,16.74,,,,2015,16.74,,0.037
466.0,Mali,,,,,,554.41,,,,,1773.2,,,,,,,,,,36439.26,,,,,,,,,2010,36439.26,,2.421
470.0,Malta,0.19,0.19,0.19,0.2,0.2,0.21,0.2,0.2,0.21,0.2,0.21,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.19,0.18,0.18,0.15,0.15,0.15,0.15,0.15,0.15,0.14,0.14,2018,0.14,-24.46,0.0
584.0,Marshall Islands,,,,,,,,,,,2.02,,,,,2.03,,,,,2.81,,,,,,,,,2010,2.81,,0.05
478.0,Mauritania,,,,,,20.17,,,,,1660.05,,,,,,,,,,,,,,,,,,,2000,1660.05,,0.631
480.0,Mauritius,,,,,,572.57,,,,,302.84,274.91,286.5,300.05,290.69,191.98,71.3,,,,,,,77.5,,,,,,2013,77.5,,0.062
484.0,Mexico,31350.47,30231.62,29841.76,30407.08,30599.13,30067.72,30496.94,31118.91,32288.73,31906.31,31975.82,32114.14,30961.53,31307.4,31485.18,31016.82,31192.74,32508.58,31648.35,31841.64,32738.37,32414.5,33078.09,34822.27,,,,,,2013,34822.27,11.07,0.293
583.0,Micronesia (Federated States of),,,,,2.92,,,,,,16.09,,,,,,,,,,,,,,,,,,,2000,16.09,,0.15
