Country ID,Country,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,Latest Year Available,"GHG total without LULUCF, latest year",% change since 1990,"Emissions, pc last year"
512.0,Oman,,,,,20878.67,,,,,,,,,,,,,,,,,,,,,,,,,1994,20878.67,,9.72
586.0,Pakistan,,,,,175199.0,,,,,,,,,,,,,,320234.0,,,,364449.0,,,394583.0,,,,2015,394583.0,,1.98
585.0,Palau,,,,,104.86,19.82,32.37,85.17,171.18,47.04,164.51,,,,,346.48,,,,,,,,,,,,,,2005,346.48,,17.51
591.0,Panama,,,,,10692.08,,,,,,9707.74,,,,,,,,,,,,,,,,,,,2000,9707.74,,3.2
598.0,Papua New Guinea,,,,,5012.24,,,,,,10195.68,,,,,,,,,,,,,,,,,,,2000,10195.68,,1.74
600.0,Paraguay,56196.95,,,,26355.62,,,,,,23429.88,,,,,32296.22,,,,,,44088.45,45230.73,,,,,,,2012,45230.73,-19.51,7.04
604.0,Peru,,,,,57582.87,,,,,,63197.0,,,,,,,,,,80591.02,,84564.0,,,,,,,2012,84564.0,,2.87
608.0,Philippines,,,,,100866.61,,,,,,126878.71,,,,,,,,,,,,,,,,,,,2000,126878.71,,1.63
616.0,Poland,475080.32,463126.7,450485.86,450327.26,444648.99,446722.54,460555.49,450448.67,420050.15,408500.81,395949.88,394895.9,385174.51,398551.08,404101.55,404459.53,419741.76,419497.5,413124.39,394084.8,412926.32,412006.11,404526.56,401147.19,388469.51,391674.13,400268.49,414679.37,412856.37,2018,412856.37,-13.1,10.89
620.0,Portugal,58558.61,60519.11,64463.09,62938.84,63906.04,68546.69,66206.27,69401.65,74238.09,82290.12,81528.17,81121.33,85574.06,80229.86,83350.56,85503.56,80733.33,78449.13,76066.24,72999.62,68749.86,67356.05,65466.54,63611.12,63520.26,67698.41,65865.83,70447.04,67280.28,2018,67280.28,14.89,6.56
634.0,Qatar,,,,,,,,,,,,,,,,,,61592.97,,,,,,,,,,,,2007,61592.97,,50.55
410.0,Republic of Korea,292959.18,316165.43,343246.07,378850.65,403823.65,437240.23,470924.43,500803.78,430185.41,468314.21,501335.34,514458.22,536099.11,546424.65,555143.69,559059.09,564427.04,579427.36,592707.18,597583.32,657515.9,682985.64,687091.84,696853.31,690884.85,692861.37,693942.65,,,2016,693942.65,136.87,13.61
498.0,Republic of Moldova,43418.87,38747.4,28754.48,23218.02,20991.45,17423.99,17263.96,16025.55,14044.25,11771.85,10730.67,11420.96,11141.81,11617.26,12304.47,12752.98,11943.3,11658.57,13058.72,13136.8,13939.38,14141.72,13364.24,12836.34,,,,,,2013,12836.34,-70.44,3.15
642.0,Romania,247994.3,204473.46,191274.11,182090.01,180133.16,187227.78,189592.38,184139.93,166852.83,147899.99,143154.46,146187.17,148897.93,153779.79,152551.97,151387.14,152110.74,154670.41,149918.1,128031.3,124173.34,129010.35,125638.73,116001.0,116214.83,116418.66,114287.85,116875.47,116115.12,2018,116115.12,-53.18,5.95
643.0,Russian Federation,3187507.08,3024887.55,2537506.16,2399711.49,2137226.57,2084988.22,2029941.37,1912753.07,1879354.9,1905174.11,1901067.27,1942384.53,1924360.11,1959432.5,1974435.64,1995073.02,2057942.51,2059557.1,2098480.69,1961217.41,2057878.02,2119644.44,2147996.18,2092550.41,2094363.54,2094011.75,2098138.55,2155270.61,2220122.95,2018,2220122.95,-30.35,15.23
646.0,Rwanda,,,,,,,,,,,,,2381.07,,,6180.08,,,,,,,,,,,,,,2005,6180.08,,0.7
659.0,Saint Kitts and Nevis,,,,,164.41,,,,,,,,,,,,,,,,,,,,,,,,,1994,164.41,,3.95
662.0,Saint Lucia,,,,,886.07,,,,,,493.63,,,,,546.14,,,,,647.6,,,,,,,,,2010,647.6,,3.72
670.0,Saint Vincent and the Grenadines,392.18,,,,379.57,,,410.4,,,295.12,,,,381.02,,,,,,,,,,,,,,,2004,381.02,-2.84,3.51
882.0,Samoa,,,,,560.83,,,,,,,,,,,,,,,,,,,,,,,,,1994,560.83,,3.32
674.0,San Marino,,,,,,,,,,,,,,,,,,237.45,,,267.27,,,,,,,,,2010,267.27,,8.56
678.0,Sao Tome and Principe,,,,,,,,,88.17,,,,,,,102.29,,,,,,,153.42,,,,,,,2012,153.42,,0.81
682.0,Saudi Arabia,165268.97,,,,,,,,,,296059.87,,,,,,,,,,525332.15,,548262.55,,,,,,,2012,548262.55,231.74,18.81
686.0,Senegal,,,,,,,,,,,16882.11,,,,,13580.08,,,,,,,,,,,,,,2005,13580.08,,1.22
688.0,Serbia,80802.93,,,,,,,,66342.41,,,,,,,,,,,,,,,,,,,,,1998,66342.41,-17.9,6.85
690.0,Seychelles,,,,,,249.28,,,,,330.08,,,,,,,,,,,,,,,,,,,2000,330.08,,4.08
702.0,Singapore,,,,,26859.08,,,,,,38789.97,,,,,,,,,,46869.5,,48333.87,,,,,,,2012,48333.87,,9.0
703.0,Slovakia,73517.13,64096.66,58415.82,55050.77,52701.64,53302.33,53189.63,53130.67,52525.6,51197.48,49291.58,51564.19,50196.23,50412.28,51271.02,51271.66,51168.78,49417.37,49935.39,45653.72,46405.54,45704.01,43185.82,42855.65,40791.62,41830.67,42316.79,43475.29,43348.35,2018,43348.35,-41.04,7.95
705.0,Slovenia,18609.59,17289.66,17371.45,17555.31,17944.6,18634.26,19281.69,19647.74,19411.18,18788.62,19037.6,19952.64,20121.41,19844.1,20156.01,20456.75,20625.25,20789.28,21514.46,19530.1,19555.22,19565.61,19004.84,18307.64,16575.01,16750.9,17607.61,17366.76,17502.14,2018,17502.14,-5.95,8.42
90.0,Solomon Islands,,,,,294.38,,,,,,422.29,,,,,493.02,,,,,618.61,,,,,,,,,2010,618.61,,1.17
710.0,South Africa,347349.36,,,,379837.16,,,,,,,,,,,,,,,,,,,,,,,,,1994,379837.16,9.35,9.36
728.0,South Sudan,,,,,,,,,,,,,,,,,,,,,,,31521.81,32646.6,33381.66,33638.5,,,,2015,33638.5,,3.14
724.0,Spain,289383.33,296990.56,306740.1,296219.09,312944.73,328901.25,321217.52,335660.95,345704.24,373171.35,388776.13,386579.77,404906.86,412869.59,428860.79,443439.52,436395.82,447253.68,413027.78,373425.05,358858.91,358230.88,350958.86,324693.22,326815.62,338254.29,326890.38,340298.29,334255.16,2018,334255.16,15.51,7.16
144.0,Sri Lanka,,,,28326.0,29598.41,29128.0,,,,,18797.24,,,,,,,,,,,,,,,,,,,2000,18797.24,,1.0
275.0,State of Palestine,,,,,,,,,,,,,,,,,,,,,,3261.75,,,,,,,,2011,3261.75,,0.79
729.0,Sudan,,,,,,54194.0,,,,,67839.6,,,,,,,,,,,,,,,,,,,2000,67839.6,,2.49
740.0,Suriname,,,,,,,,,,,,,,3330.0,,,,,,,,,,,,,,,,2003,3330.0,,6.82
752.0,Sweden,71184.93,71428.09,70970.22,71276.38,73788.74,73120.48,77087.95,72084.29,72549.44,69454.61,68114.65,68934.26,69642.1,70017.22,69455.15,66624.03,66247.36,65129.16,62753.43,58496.75,64467.31,60131.47,57294.3,55607.71,53846.36,53739.18,53285.94,52715.03,51779.24,2018,51779.24,-27.26,5.19
756.0,Switzerland,53778.9,55658.49,55396.14,52921.29,51914.23,52829.75,53432.35,52303.07,53869.04,53658.46,53080.7,54601.12,53068.38,54095.78,54698.08,55414.41,55022.4,53159.34,54524.83,53082.11,54726.72,50615.83,52037.42,52816.49,48877.39,48412.5,48725.31,47873.18,46332.51,2018,46332.51,-13.85,5.43
760.0,Syrian Arab Republic,,,,,52787.4,55114.49,55256.94,57356.71,62271.89,64533.88,69648.27,69197.2,71073.91,72926.55,74843.52,79215.75,,,,,,,,,,,,,,2005,79215.75,,4.31
762.0,Tajikistan,24181.0,23972.0,20283.9,18018.0,12093.0,9526.0,7896.0,7932.0,7022.0,6750.0,6750.0,6980.0,7178.0,7500.0,8382.0,7876.0,8458.0,7630.0,7675.0,8266.0,8184.0,,,,,,,,,2010,8184.0,-66.16,1.09
764.0,Thailand,,,,,223990.13,,,,,,226086.0,238303.0,249798.0,261886.0,279133.0,287728.0,290984.0,301055.0,303027.0,304459.0,314920.0,314272.0,324780.0,318660.9,,,,,,2013,318660.9,,4.68
626.0,Timor-Leste,,,,,,,,,,,,,,,,,,,,,1276.59,,,,,,,,,2010,1276.59,,1.17
768.0,Togo,,,4258.24,4625.05,4660.06,4995.74,5527.08,5774.8,6277.31,,4917.19,,,,,6158.02,,,,,,,,,,,,,,2005,6158.02,,1.1
776.0,Tonga,,,,,229.22,,,,,,245.09,,,,,,192.19,,,,,,,,,,,,,2006,192.19,,1.89
780.0,Trinidad and Tobago,16006.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1990,16006.18,0.0,13.11
788.0,Tunisia,,,,,25140.76,,,,,,34237.87,,,,,,,,,,,,,,,,,,,2000,34237.87,,3.53
792.0,Turkey,219367.81,226756.07,232975.38,240316.7,234287.67,247761.96,267396.69,278626.96,280231.0,277650.22,298759.82,280301.38,286003.42,305260.93,314668.94,337139.73,358291.53,391422.39,387590.13,395596.0,398882.58,427830.53,447254.81,439325.69,458368.97,472595.01,497741.9,523752.84,520941.59,2018,520941.59,137.47,6.33
795.0,Turkmenistan,,,,,34901.24,,,,,,50315.64,,,,75408.52,,,,,,66367.2,,,,,,,,,2010,66367.2,,13.05
798.0,Tuvalu,,,,,5.56,,,,,,,,,,,,,,,,,,,,18.43,,,,,2014,18.43,,1.68
800.0,Uganda,,,,,41547.17,,,,,,27559.78,,,,,,,,,,,,,,,,,,,2000,27559.78,,1.17
804.0,Ukraine,942072.46,855689.21,800682.92,710580.89,604307.69,561511.11,514681.25,498995.26,480322.33,449025.44,427203.05,445295.32,430433.29,439724.29,442498.57,441635.07,459266.97,462601.91,450384.56,389970.18,406799.09,428125.58,417169.51,408768.45,362502.5,318938.91,337397.31,322778.65,339244.28,2018,339244.28,-63.99,7.67
784.0,United Arab Emirates,,,,,130435.7,,,,,,129834.0,,,,,195308.0,,,,,,,,,199878.61,,,,,2014,199878.61,,21.69
826.0,United Kingdom of Great Britain and Northern Ireland,797812.04,807236.09,786435.91,767022.5,758171.05,751691.0,773629.78,748416.32,747129.66,716725.96,716279.71,719097.19,699596.36,706682.23,703280.27,695430.66,688259.17,676546.33,656112.47,600031.69,614493.22,567259.49,583865.7,570218.68,529981.28,512121.42,486371.7,475259.76,465931.88,2018,465931.88,-41.6,6.94
834.0,United Republic of Tanzania,38988.84,,,,39236.7,,,,,,,,,,,,,,,,,,,,,,,,,1994,39236.7,0.64,1.36
840.0,United States of America,6437000.13,6373259.7,6480086.59,6596774.55,6685730.47,6771015.64,6974407.04,7028804.64,7077750.26,7125608.98,7275396.97,7172475.08,7214460.6,7255112.41,7381668.68,7391771.13,7314388.89,7416454.47,7210129.3,6753906.09,6981613.04,6820533.47,6580674.82,6769551.03,6829016.66,6676371.43,6524080.44,6488234.64,6676649.62,2018,6676649.62,3.72,20.41
858.0,Uruguay,25658.13,,,,28109.2,,,,32240.39,,28371.21,,30812.3,,30396.31,,35019.52,,37228.81,,31199.58,,34294.76,,32564.6,,32147.55,32006.48,,2017,32006.48,24.74,9.31
860.0,Uzbekistan,180315.32,183155.74,176299.41,203048.7,183614.0,184178.05,188963.96,179273.1,173629.76,182190.66,197973.67,199796.95,204220.18,201710.11,198948.62,196226.63,211745.07,212548.44,227298.98,207574.59,199239.54,204026.59,205269.93,,,,,,,2012,205269.93,13.84,6.97
548.0,Vanuatu,,,,,299.39,,,,,,586.23,,,,,,,,,,,,,,,,,,,2000,586.23,,3.17
862.0,Venezuela (Bolivarian Republic of),,,,,,,,,,192192.24,,,,,,,,,,,,,,,,,,,,1999,192192.24,,8.1
704.0,Viet Nam,,,,,84454.06,,,,,,135795.01,,,,,,,,,,266049.23,,,278441.86,,,,,,2013,278441.86,,3.07
887.0,Yemen,,,,,,17870.11,,,,,25742.09,,,,,,,,,,34139.25,,37942.87,,,,,,,2012,37942.87,,1.55
894.0,Zambia,,,,,32770.07,,,,,,14404.7,,,,,,,,,,,,,,,,,,,2000,14404.7,,1.38
716.0,Zimbabwe,,,,,27594.22,,,,,,68540.68,,,,,,21184.72,,,,,,,,,,,,,2006,21184.72,,1.74
