Country ID,Country,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,Latest Year Available,"CO2 emissions, latest year",% change since 1990,"Emissions, pc last year"
591.0,Panama,,,,,4314.91,,,,,,5171.99,,,,,,,,,,,,,,,,,,,2000,5171.99,,1.71
598.0,Papua New Guinea,,,,,1140.57,,,,,,4400.45,,,,,,,,,,,,,,,,,,,2000,4400.45,,0.75
600.0,Paraguay,2270.22,,,,3810.57,,,,,,3646.85,,,,,4148.82,,,,,,5380.22,5664.54,,,,,,,2012,5664.54,149.52,0.88
604.0,Peru,,,,,30656.73,,,,,,32065.0,,,,,,,,,,44943.83,,48210.0,,,,,,,2012,48210.0,,1.63
608.0,Philippines,,,,,57932.0,,,,,,82702.84,,,,,,,,,,,,,,,,,,,2000,82702.84,,1.06
616.0,Poland,376546.52,373793.32,364677.87,365370.7,360416.81,362761.27,377407.84,367385.32,339132.89,329167.33,317338.03,313647.66,306403.33,319406.05,324146.21,323161.27,337037.51,336368.5,330145.0,316607.7,334606.78,333952.03,326348.21,322225.44,309920.92,313099.15,324011.34,337340.42,337705.74,2018,337705.74,-10.32,8.91
620.0,Portugal,45082.97,46960.26,50889.17,49391.9,50246.45,54450.77,51703.22,54597.59,59138.43,66763.19,65526.59,65149.3,69556.08,64419.31,67255.33,69483.98,64767.65,62280.42,59973.06,57200.26,52989.38,51792.65,49962.62,48161.88,47948.44,52294.06,50455.57,54719.98,51482.48,2018,51482.48,14.19,5.02
634.0,Qatar,,,,,,,,,,,,,,,,,,57611.96,,,,,,,,,,,,2007,57611.96,,47.28
410.0,Republic of Korea,252328.67,275230.29,299001.71,334403.67,356378.12,385188.31,417749.86,443604.94,377357.37,409614.21,441633.44,456996.88,475805.24,484163.27,490197.51,494464.19,501107.18,522787.61,536424.71,541396.88,594697.22,624256.53,627219.62,636397.56,629715.21,634487.23,637599.56,,,2016,637599.56,152.69,12.51
498.0,Republic of Moldova,35333.69,31049.99,21804.86,16569.55,14997.96,11552.74,11655.59,10688.54,9063.02,7154.44,6388.39,6991.99,6667.91,7439.19,7912.17,8310.32,7651.92,8028.34,8727.81,9030.4,9552.3,9687.15,9354.19,8325.47,,,,,,2013,8325.47,-76.44,2.04
642.0,Romania,169285.87,139370.25,131072.28,122832.31,121961.46,127032.86,130095.93,121074.67,107561.54,90778.18,95455.76,100357.07,101735.33,105295.17,104269.76,102694.47,105082.79,108440.49,105534.58,86024.14,84289.72,89518.25,86255.69,76875.89,77432.42,77725.63,75812.8,78077.49,76951.22,2018,76951.22,-54.54,3.94
643.0,Russian Federation,2525293.78,2395977.96,1957658.89,1859459.63,1641399.16,1612928.32,1580160.84,1475157.17,1458157.13,1486090.03,1471052.23,1507500.88,1495483.58,1525389.95,1530473.62,1547375.78,1606313.36,1604323.81,1636694.37,1528764.92,1612884.81,1664953.15,1679866.2,1619172.89,1622348.91,1622861.01,1618304.26,1646179.81,1691360.43,2018,1691360.43,-33.02,11.61
646.0,Rwanda,,,,,,,,,,,,,312.47,,,532.0,,,,,,,,,,,,,,2005,532.0,,0.06
659.0,Saint Kitts and Nevis,,,,,70.83,,,,,,,,,,,,,,,,,,,,,,,,,1994,70.83,,1.7
662.0,Saint Lucia,,,,,268.24,,,,,,340.19,,,,,395.28,,,,,489.43,,,,,,,,,2010,489.43,,2.81
670.0,Saint Vincent and the Grenadines,81.51,,,,95.07,,,106.83,,,155.15,,,,217.41,,,,,,,,,,,,,,,2004,217.41,166.73,2.0
882.0,Samoa,,,,,102.2,,,,,,,,,,,,,,,,,,,,,,,,,1994,102.2,,0.61
674.0,San Marino,,,,,,,,,,,,,,,,,,232.19,,,262.74,,,,,,,,,2010,262.74,,8.42
678.0,Sao Tome and Principe,,,,,,,,,,,,,,,,,,,,,,,109.75,,,,,,,2012,109.75,,0.58
682.0,Saudi Arabia,138265.5,,,,,,,,,,256720.0,,,,,,,,,,471246.3,,498852.8,,,,,,,2012,498852.8,260.79,17.11
686.0,Senegal,,,,,,,,,,,6788.93,,,,,5078.38,,,,,,,,,,,,,,2005,5078.38,,0.46
688.0,Serbia,62969.97,,,,,,,,50604.6,,,,,,,,,,,,,,,,,,,,,1998,50604.6,-19.64,5.22
690.0,Seychelles,,,,,,178.73,,,,,260.61,,,,,,,,,,,,,,,,,,,2000,260.61,,3.22
694.0,Sierra Leone,,,,,,,319.03,158.33,367.67,262.55,581.63,57.64,67.06,74.6,76.63,87.19,,,,,,,,,,,,,,2005,87.19,,0.02
702.0,Singapore,,,,,26800.18,,,,,,37755.81,,,,,,,,,,45202.88,,46777.4,,,,,,,2012,46777.4,,8.71
703.0,Slovakia,61633.46,53437.9,49029.14,46484.22,43878.72,44322.41,44186.12,44313.68,44073.14,43200.61,41289.13,43378.3,42112.41,42438.08,42924.75,42910.85,42687.29,41095.11,41503.17,37755.07,38523.22,38111.95,36021.18,35577.84,33654.5,34484.24,34921.79,36087.34,36087.84,2018,36087.84,-41.45,6.62
705.0,Slovenia,15093.84,14001.24,14006.75,14303.47,14642.67,15254.25,15916.61,16244.92,15961.13,15337.24,15444.9,16378.34,16525.27,16289.03,16651.03,16948.12,17142.53,17281.0,18220.01,16329.78,16376.44,16360.3,15821.76,15188.91,13531.94,13617.54,14416.66,14264.75,14487.84,2018,14487.84,-4.01,6.97
90.0,Solomon Islands,,,,,294.38,,,,,,191.24,,,,,,,,,,,,,,,,,,,2000,191.24,,0.46
710.0,South Africa,280931.77,,,,315957.23,,,,,,,,,,,,,,,,,,,,,,,,,1994,315957.23,12.47,7.79
728.0,South Sudan,,,,,,,,,,,,,,,,,,,,,,,1027.94,1603.56,1776.04,1828.72,,,,2015,1828.72,,0.17
724.0,Spain,231213.56,240953.02,249813.19,241195.18,253661.39,267416.72,254795.33,267306.44,276021.58,299498.67,311267.05,313119.84,333379.52,337588.93,354485.58,369492.12,360578.6,368432.7,336624.21,297241.18,283724.99,284543.85,278850.69,252763.82,255100.21,271687.35,260759.56,274671.26,269654.25,2018,269654.25,16.63,5.78
144.0,Sri Lanka,,,,4779.0,5748.22,5644.0,,,,,10922.42,,,,,,,,,,,,,,,,,,,2000,10922.42,,0.58
275.0,State of Palestine,,,,,,,,,,,,,,,,,,,,,,1935.59,,,,,,,,2011,1935.59,,0.47
729.0,Sudan,,,,,,4500.0,,,,,6183.0,,,,,,,,,,,,,,,,,,,2000,6183.0,,0.23
740.0,Suriname,,,,,,,,,,,,,,2469.0,,,,,,,,,,,,,,,,2003,2469.0,,5.06
752.0,Sweden,57348.82,57707.22,57451.49,57493.45,59953.81,59366.21,63302.78,58212.55,58696.67,55820.16,54684.43,55617.06,56572.52,57160.57,56475.92,53852.86,53674.27,52940.9,50856.0,47231.12,53042.22,49166.9,46692.01,45086.34,43337.56,43336.76,42972.57,42306.82,41766.18,2018,41766.18,-27.17,4.19
756.0,Switzerland,44154.42,46133.82,46009.7,43601.02,42675.89,43412.83,44098.82,43037.27,44614.82,44445.84,43617.59,45082.45,43467.6,44651.91,45236.4,45788.23,45373.68,43368.37,44714.31,43534.72,45049.55,40985.52,42254.72,43185.84,39234.43,38733.19,39192.61,38182.27,36895.48,2018,36895.48,-16.44,4.33
762.0,Tajikistan,17695.0,17134.0,14073.0,11826.0,6694.0,4668.0,3206.0,3326.0,2500.0,2622.0,2538.0,2768.0,2593.0,2768.0,3298.0,2645.0,3474.0,2541.0,2518.0,2011.0,1908.0,,,,,,,,,2010,1908.0,-89.22,0.25
764.0,Thailand,,,,,141453.2,,,,,,,,,,,,,,,,,,,242022.61,,,,,,2013,242022.61,,3.55
626.0,Timor-Leste,,,,,,,,,,,,,,,,,,,,,260.84,,,,,,,,,2010,260.84,,0.24
768.0,Togo,,,825.5,546.9,1033.6,1277.94,1022.8,1088.4,1404.8,,1461.9,,,,,1899.72,,,,,,,,,,,,,,2005,1899.72,,0.34
776.0,Tonga,,,,,79.98,,,,,,94.93,,,,,,113.14,,,,,,,,,,,,,2006,113.14,,1.11
780.0,Trinidad and Tobago,14987.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1990,14987.0,0.0,12.27
788.0,Tunisia,,,,,17096.5,,,,,,22665.18,,,,,,,,,,,,,,,,,,,2000,22665.18,,2.33
792.0,Turkey,151508.47,157982.0,163922.25,171011.16,167433.11,180903.05,199521.94,212005.57,212040.28,207804.16,229790.6,213486.09,220977.7,236483.89,244464.11,264200.8,281649.18,312736.71,309321.19,315359.64,314380.03,339482.25,353666.21,345220.58,361675.46,381331.94,401239.74,425329.23,419194.75,2018,419194.75,176.68,5.09
795.0,Turkmenistan,,,,,15197.68,,,,,,24683.2,,,,25526.06,,,,,,37325.17,,,,,,,,,2010,37325.17,,7.34
798.0,Tuvalu,,,,,4.65,,,,,,,,,,,,,,,,,,,,11.16,,,,,2014,11.16,,1.02
800.0,Uganda,,,,,730.25,,,,,,1371.0,,,,,,,,,,,,,,,,,,,2000,1371.0,,0.06
804.0,Ukraine,705829.99,632536.63,589060.25,510199.54,419266.3,389864.61,351408.75,340242.69,328578.94,298203.96,285337.2,303559.23,295673.49,307017.47,310362.75,313118.09,332670.34,336364.01,325532.71,277293.5,294078.32,307952.84,303952.61,297294.25,257584.69,223911.87,234200.3,223232.15,231694.16,2018,231694.16,-67.17,5.24
784.0,United Arab Emirates,,,,,63690.0,,,,,,102707.0,,,,,158438.0,,,,,,,,,188884.9,,,,,2014,188884.9,,20.5
826.0,United Kingdom of Great Britain and Northern Ireland,601187.19,609266.0,593745.97,579506.69,575774.6,567507.65,589137.82,563241.84,568512.2,561651.09,568220.06,576926.99,561047.85,572532.25,573994.49,570724.27,568390.05,560205.6,545682.47,495119.49,512864.79,470608.13,488503.55,478608.95,439763.28,423199.62,399824.3,388803.41,380849.88,2018,380849.88,-36.65,5.67
834.0,United Republic of Tanzania,3249.37,,,,3225.53,,,,,,,,,,,,,,,,,,,,,,,,,1994,3225.53,-0.73,0.11
840.0,United States of America,5128300.62,5078889.58,5182706.72,5283437.6,5377032.71,5438905.7,5626911.9,5703706.97,5751051.98,5830297.64,5998070.43,5900436.6,5942652.33,5991959.63,6107618.25,6131892.98,6051051.02,6128429.64,5930539.64,5491035.73,5698055.78,5565294.4,5367568.56,5514029.29,5561719.22,5412432.19,5292267.56,5253606.13,5424881.5,2018,5424881.5,5.78,16.58
858.0,Uruguay,3897.33,,,,4267.9,,,,5910.87,,5576.6,,4355.27,,5589.1,,6442.84,,7917.43,,6548.9,,8806.0,,6824.5,,6863.1,6530.0,,2017,6530.0,67.55,1.9
860.0,Uzbekistan,113286.32,113301.74,106305.61,106809.0,101370.9,101021.05,104012.36,102265.9,99999.06,104052.94,108606.83,107876.5,111020.33,106841.01,104822.79,100863.85,103617.94,103446.05,113156.4,107567.39,101762.96,105089.37,105529.24,,,,,,,2012,105529.24,-6.85,3.58
548.0,Vanuatu,,,,,55.15,,,,,,69.59,,,,,,,,,,,,,,,,,,,2000,69.59,,0.38
862.0,Venezuela (Bolivarian Republic of),,,,,,,,,,114126.0,,,,,,,,,,,,,,,,,,,,1999,114126.0,,4.81
704.0,Viet Nam,,,,,25382.82,,,,,,55905.72,,,,,,,,,,146036.77,,,156969.31,,,,,,2013,156969.31,,1.73
887.0,Yemen,,,,,,10514.96,,,,,17548.0,,,,,,,,,,22341.0,,23311.94,,,,,,,2012,23311.94,,0.95
894.0,Zambia,,,,,2595.35,,,,,,1685.89,,,,,,,,,,,,,,,,,,,2000,1685.89,,0.16
716.0,Zimbabwe,,,,,17088.48,,,,,,24869.08,,,,,,10995.15,,,,,,,,,,,,,2006,10995.15,,0.9
